Kode	Nama	Stock Minimal	Qty All Gudang	Panjang	Lebar	Tinggi	Berat	Unit	Kode Supplier	Supplier	Group1	Group2	Group3	Merkbarang	Bahan Aktif	Fokus	Noindex
="QINTE03"	Intershot 10/50 OD 40 X 250 ml*	0	0	40	1	1	317.5	Btl	INTER01	Inter Agro Indonesia, PT	Obat	Herbisida	No Group	Intershot 10/50 OD	Butil sihalofop, Butil sihalofop	C	7879
="QINTE04"	Intershot 10/50 OD 20 X 500 ml*	0	0	20	1	1	560	Btl	INTER01	Inter Agro Indonesia, PT	Obat	Herbisida	No Group	Intershot 10/50 OD	Butil sihalofop, Butil sihalofop	C	7880
="QINTE05"	Inter Spreading 50 X 20 X 5 gr	0	0	1000	1	1	1	Pcs	N/A	N/A	Obat	Perata & Perekat	Inter Spreading	Inter Spreading			8083
="QISIS01"	Isi Staples Alat Pengikat Tanaman Yoto 10 X 1 pack*	50	41	10	1	1	165	Pack	STARM01	Star Metal Ware Industry, PT	Sarana Pertanian	Sarana Pertanian	Isi Staples Alat Pengikat Tanaman	Isi Staples Alat Pengikat Tanaman		C	5536
="QITTO01"	Ittoku 73 WP 20 X 400 gr	0	0	20	1	1	0	Pack	ARYST01	Arysta Lifescience Tirta, PT	Obat	Fungisida	Ittoku 73 WP		Mankozeb. Simoksanil		2624
="QJAGA01"	Jagabaya 200 EC 20 X 500 ml*	0	0	20	1	1	593	Btl	GLOBA01	Global Agrotech, PT	Obat	Insektisida	Jagabaya 200 EC		Karbosulfan	C	952
="QJAGU01"	Jagung Bisi 12 6 X 3 X 1 kg	0	0	6	3	1	0	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 12		Hibrida/F1		953
="QJAGU02"	Jagung Bisi 16 20 x 1 kg	0	0	20	1	1	1074	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 16		Hibrida/F1		2905
="QJAGU03"	Jagung Bisi 18 20 X 1 kg	0	0	20	1	1	1074	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 18	Jagung Bisi 18	Hibrida/F1		954
="QJAGU04"	Jagung Bisi 2 20 X 1 kg	0	0	20	1	1	1070	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 2	Jagung Bisi 2	Hibrida/F1		955
="QJAGU05"	Jagung Bisi 222 20 X 1 kg	0	0	20	1	1	0	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 222		Hibrida/F1		2906
="QJAGU06"	Jagung Bisi 816 20 X 1 kg	0	0	20	1	1	1081	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 816		Hibrida/F1		956
="QJAGU07"	Jagung DK 77 20 X 1 kg	0	0	20	1	1	1045	Pack	BRANI01	Branita Sandhini, PT	Benih Jagung	Jagung Hibrida	Jagung DK 77		Hibrida/F1		957
="QJAGU08"	Jagung DK 85 20 X 1 kg	0	0	20	1	1	1045	Pack	BRANI01	Branita Sandhini, PT	Benih Jagung	Jagung Hibrida	Jagung DK 85		Hibrida/F1		2907
="QJAGU09"	Jagung DK 888 20 X 1 kg	0	0	20	1	1	1027.5	Pack	BRANI01	Branita Sandhini, PT	Benih Jagung	Jagung Hibrida	Jagung DK 888		Hibrida/F1		2908
="QJAGU10"	Jagung DK 888 30 X 500 gr	0	0	30	1	1	0	Pack	BRANI01	Branita Sandhini, PT	Benih Jagung	Jagung Hibrida	Jagung DK 888		Hibrida/F1		2909
="QJAGU100"	Jagung Manis Golden Boy F1 20 X +/-3600 biji*	0	2220	20	1	1	1	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Jagung Manis	Jagung Manis Golden Boy			C	8520
="QJAGU101"	Jagung Manis Golden Boy F1 40 X +/-1800 biji	0	918	40	1	1	300	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Jagung Manis	Jagung Manis Golden Boy				8521
="QJAGU102"	Jagung Manis Sweet Lady 27 F1 20 X +/-3600 biji	0	2480	20	1	1	555	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Jagung Manis	Jagung Manis Sweet Lady 27				8522
="QJAGU103"	Jagung Pajero 20 X 1 kg	0	0	20	1	1	1	Pack	WELLI01	Well Indonesia Duta Agriculture, PT	Benih Jagung	Benih Jagung Hibrida	Jagung Pajero				8633
="QJAGU104"	Jagung Manis Exsotic F1 40 X 1750 biji	1,000	1758	40	1	1	300	Pack	AGRIM01	Agri Makmur Pertiwi, PT	Benih Jagung	Benih	Jagung Manis Exsotic				8634
="QJAGU105"	Jagung Pulut Manis Arumba F1 40 X 250 gr	0	0	40	1	1	300	Pack	AGRIM01	Agri Makmur Pertiwi, PT	Benih Jagung	Benih	Jagung Pulut Manis Arumba				8636
="QJAGU106"	Jagung DK 79C 20 X 1 kg	0	0	20	1	1	1045	Pack	BAYER02	Bayer Seeds Indonesia, PT	Benih Jagung	Benih	Jagung DK 79C				8639
="QJAGU107"	Jagung Manis Master Sweet 45 F1 40 X 1800 biji	0	1168	40	1	1	300	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Jagung Manis	Jagung Manis Master Sweet				8676
="QJAGU108"	Jagung Manis Golden Boy F1 10 X 7200 biji	0	0	10	1	1	1	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Jagung Hibrida	Jagung Manis Golden Boy				8669
="QJAGU109"	Jagung Manis Sweet Lady 27 F1 40 X 1800 biji	0	55	40	1	1	1	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Manis	Jagung Manis Sweet Lady 27				8677
="QJAGU11"	Jagung Manis Jokowi 40 X 250 gr	0	0	40	1	1	280.5	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Jagung Manis	Jagung Manis Jokowi		Hibrida/F1		958
="QJAGU110"	Jagung Manis Romanza F1 40 X 250 gr	0	0	40	1	1	288	Pack	BENIH01	Benih Citra Asia, PT	Benih Jagung	Benih Jagung Manis	Jagung Manis Romanza				8720
="QJAGU111"	Jagung Hibrida Jumbo 05 20 X 1 kg	0	180	20	1	1	1	Pack	BUNGA04	Bunga Tani Sejahtera, CV	Benih Jagung	Benih Jagung Hibrida	Jagung Jumbo 05				8750
="QJAGU112"	Jagung P27 Lumigen 20 X 1 kg	0	1600	20	1	1	1045	Pack	CORTE02	Corteva Agriscience Seeds Indonesia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung P27 Lumigen				8970
="QJAGU113"	Jagung Hibrida Makmur 1 10 X 1 kg	0	90	10	1	1	1080	Pack	JJMIN01	JJM Indonesia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung Hibrida Makmur 1				9158
="QJAGU114"	Jagung Hibrida Cling Super F1 20 X 1 kg	0	0	20	1	1	1025	Pack	BENIH01	Benih Citra Asia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung Hibrida Cling Super F1				9226
="QJAGU115"	Jagung Hibrida Cling Super F1 20 X 1 kg + Kaos	0	160	20	1	1	1025	Pack	BENIH01	Benih Citra Asia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung Hibrida Cling Super F1				9279
="QJAGU116"	Jagung Manis Romanza F1 40 X 250 gr	0	0	40	1	1	1	Pack	BENIH01	Benih Citra Asia, PT	Benih Jagung	Benih Jagung Manis	Jagung Manis Romanza				9286
="QJAGU12"	Jagung Manis Silo 12 40 X 250 gr	0	0	40	1	1	0	Pack	SYNGE02	Syngenta Seed, PT	Benih Horti	Jagung Manis Hibrida	Jagung Manis Silo 12		Hibrida/F1		2910
="QJAGU13"	Jagung NK 212 20 X 1 kg	0	80520	20	1	1	1077.5	Pack	SYNGE02	Syngenta Seed, PT	Benih Jagung	Benih Jagung Hibrida	Jagung NK 212	Jagung NK 212	Hibrida/F1		959
="QJAGU14"	Jagung NK 33 20 X 1 kg Maxpro	0	0	20	1	1	1080	Pack	SYNGE02	Syngenta Seed, PT	Benih Jagung	Jagung Hibrida	Jagung NK 33 Maxpro		Hibrida/F1		960
="QJAGU15"	Jagung NK 99S 20 X 1 kg	0	0	20	1	1	1108	Pack	SYNGE02	Syngenta Seed, PT	Benih Jagung	Jagung Hibrida	Jagung NK 99S		Hibrida/F1		2911
="QJAGU16"	Jagung PAC 105 - 20 X 1 kg	0	0	20	1	1	1062.5	Pack	JAVAS01	Java Seeds Indonesia, PT	Benih Jagung	Jagung Hibrida	Jagung PAC 105		Hibrida/F1		961
="QJAGU17"	Jagung Pertiwi 3 20 X 1 kg	500	24550	20	1	1	1062.5	Pack	AGRIM01	Agri Makmur Pertiwi, PT	Benih Jagung	Benih Jagung Hibrida	Jagung Pertiwi 3	Jagung Pertiwi 3	Hibrida/F1		2912
="QJAGU18"	Jagung BP 79 20 X 1 kg	0	0	20	1	1	1081	Pack	PLANT01	Plant Power Seed, PT	Benih Jagung	Jagung Hibrida	Jagung BP 79		Hibrida/F1		2913
="QJAGU19"	Jagung Manis Talenta 40 X 250 gr	0	0	40	1	1	0	Pack	AGRIM01	Agri Makmur Pertiwi, PT	Benih Horti	Benih Jagung Manis	Jagung Manis Talenta		Hibrida/F1		2914
="QJAGU20"	Jagung DK 771 20 X 1 kg	0	0	20	1	1	1045	Pack	BRANI01	Branita Sandhini, PT	Benih Jagung	Jagung Hibrida	Jagung DK 771		Hibrida/F1		962
="QJAGU21"	Jagung Manis Jambore 40 X 250 gr	0	0	40	1	1	0	Pack	AGRIM01	Agri Makmur Pertiwi, PT	Benih Horti	Benih Jagung Manis	Jagung Manis Jambore		Hibrida/F1		2915
="QJAGU22"	Jagung B 89 20 X 1 kg	0	0	20	1	1	0	Pack	SHRIR01	Shriram Seed Indonesia, PT	Benih Jagung	Jagung Hibrida	Jagung B 89		Hibrida/F1		2916
="QJAGU23"	Jagung ADV 777 20 X 1 kg	0	0	20	1	1	1050	Pack	ADVA02	Advanta Seeds Indonesia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung ADV 777		Hibrida/F1		2917
="QJAGU24"	Jagung Manis Bisi Sweet Lady 40 X 250 gr	0	0	40	1	1	300	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi Sweet Lady		Hibrida/F1		2918
="QJAGU25"	Jagung Pertiwi 6 20 X 1 kg	500	8820	20	1	1	1062.5	Pack	AGRIM01	Agri Makmur Pertiwi, PT	Benih Jagung	Benih Jagung Hibrida	Jagung Pertiwi 6	Jagung Pertiwi 6	Hibrida/F1		963
="QJAGU26"	Jagung Ketan Arumba 40 X 250 gr	0	0	40	1	1	0	Pack	AGRIM01	Agri Makmur Pertiwi, PT	Benih Horti	Jagung Manis Hibrida	Jagung Ketan Arumba		Hibrida/F1		2919
="QJAGU27"	Jagung Manis Super 40 X 250 gr	0	0	40	1	1	0	Pack	BISII01	Bisi International, Tbk	Benih Horti	Jagung Manis Hibrida	Jagung Manis Super		Hibrida/F1		2920
="QJAGU28"	Jagung Manis Master Sweet 40 X 300 gr	0	0	40	1	1	280.5	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Jagung Manis	Jagung Manis Master Sweet		Hibrida/F1		2921
="QJAGU29"	Jagung NK 7328 20 X 1 kg	0	448860	20	1	1	1080	Pack	SYNGE02	Syngenta Seed, PT	Benih Jagung	Benih Jagung Hibrida	Jagung NK 7328	Jagung NK 7328	Hibrida/F1		964
="QJAGU30"	Jagung Bisi 226 20 X 1 kg	0	0	20	1	1	0	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 226		Hibrida/F1		2922
="QJAGU31"	Jagung Bisi 228 20 X 1 kg	0	0	20	1	1	1081	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 228	Jagung Bisi 228	Hibrida/F1		965
="QJAGU32"	Jagung DK 959 20 X 1 kg	0	0	20	1	1	1045	Pack	BRANI01	Branita Sandhini, PT	Benih Jagung	Jagung Hibrida	Jagung DK 959		Hibrida/F1		966
="QJAGU33"	Jagung B 70 20 X 1 kg	0	0	20	1	1	0	Pack	SHRIR01	Shriram Seed Indonesia, PT	Benih Jagung	Jagung Hibrida	Jagung B 70		Hibrida/F1		967
="QJAGU34"	Jagung Manis Bonanza 20 X 200 gr	0	0	20	1	1	0	Pack	EASTW01	East West Seed Indonesia, PT	Benih Jagung	Jagung Manis Hibrida	Jagung Manis Bonanza		Hibrida/F1		3097
="QJAGU35"	Jagung Manis Asia 86 F1 40 X 250 gr	0	0	40	1	1	287.5	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Jagung Manis	Jagung Manis Asia 86 F1		Hibrida/F1		3489
="QJAGU36"	Jagung Hibrida Betras 1 15 X 1 kg*	0	0	15	1	1	1000	Pack	BENIH01	Benih Citra Asia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung Hibrida Betras		Hibrida/F1	B	3491
="QJAGU37"	Jagung Pertiwi 2 20 X 1 kg	200	4100	20	1	1	1055	Pack	AGRIM01	Agri Makmur Pertiwi, PT	Benih Jagung	Benih Jagung Hibrida	Jagung Pertiwi 2	Jagung Pertiwi 2	Hibrida/F1		3819
="QJAGU38"	Jagung Bisi 79 20 X 1 kg	0	0	20	1	1	1310	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 79		Hibrida/F1		3947
="QJAGU39"	Jagung Q-11 20 X 1 kg*	0	0	20	1	1	1077.5	Pack	BUNG02	Bunga Tani Sejahtera, CV	Benih Jagung	Benih Jagung Hibrida	Jagung Q-11		Hibrida/F1	C	3976
="QJAGU40"	Jagung DK 959 20 X 1 kg (Bisi)	0	0	20	1	1	1045	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung DK 959		Hibrida/F1		4031
="QJAGU41"	Jagung Bisi 77 20 X 1 kg*	0	0	20	1	1	1062.5	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 77	Jagung Bisi 77	Hibrida/F1	B	4032
="QJAGU42"	Jagung DK 771 20 X 1 kg (Bisi)	0	0	20	1	1	1045	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung DK 771		Hibrida/F1		4033
="QJAGU43"	Jagung Manis Master Sweet 45 40 X 250 gr	0	0	40	1	1	281.3	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Jagung Manis	Jagung Manis Master Sweet 45	Jagung Manis Master Sweet 45	Hibrida/F1		4120
="QJAGU44"	Jagung Manis Master Sweet 45 20 X 500 gr	0	0	20	1	1	555	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Jagung Manis	Jagung Manis Master Sweet 45	Jagung Manis Master Sweet 45	Hibrida/F1		4121
="QJAGU45"	Jagung Manis Glory 40 X 250 gr	0	0	40	1	1	282.5	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Jagung Manis	Jagung Manis Glory		Hibrida/F1		4171
="QJAGU46"	Jagung Manis Sweet Lady 27 40 X 250 gr	0	0	40	1	1	281.3	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Jagung Manis	Jagung Manis Sweet Lady 27	Jagung Manis Sweet Lady 27	Hibrida/F1		4243
="QJAGU47"	Jagung Manis Sweet Lady 27 20 X 500 gr	0	0	20	1	1	555	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Jagung Manis	Jagung Manis Sweet Lady 27	Jagung Manis Sweet Lady 27	Hibrida/F1		4244
="QJAGU48"	Jagung NK 007 20 X 1 kg	0	0	20	1	1	1080	Pack	SYNGE02	Syngenta Seed, PT	Benih Jagung	Jagung Hibrida	Jagung NK 007		Hibrida/F1		4371
="QJAGU49"	Jagung Bisi 228 4 X 5 kg	0	0	4	1	1	1	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 228		Hibrida/F1		4373
="QJAGU50"	Jagung Bisi 220 20 X 1 kg	0	0	20	1	1	1070	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 220	Jagung Bisi 220	Hibrida/F1		4448
="QJAGU51"	Jagung Impegno 369 20 X 1 kg	0	0	20	1	1	1027.5	Pack	FORUM02	Forum Agro Sukses Timur, PT	Benih Jagung	Benih Jagung Hibrida	Jagung Impegno	Jagung Impegno	Hibrida/F1		4522
="QJAGU52"	Jagung Pertiwi 5 20 X 1 kg	0	0	20	1	1	1062.5	Pack	AGRIM01	Agri Makmur Pertiwi, PT	Benih Jagung	Benih Jagung Hibrida	Jagung Pertiwi 5		Hibrida/F1		4524
="QJAGU53"	Jagung Bisi 99 20 X 1 kg	0	0	20	1	1	1310	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 99		Hibrida/F1		4582
="QJAGU54"	Jagung B 54 20 X 1 kg	0	0	20	1	1	1	Pack	SHRIR01	Shriram Seed Indonesia, PT	Benih Jagung	Jagung Hibrida	Jagung B 54		Hibrida/F1		4663
="QJAGU55"	Jagung Manis Golden Boy 20 X 500 gr	0	0	20	1	1	555	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Jagung Manis	Jagung Manis Golden Boy	Jagung Manis Golden Boy	Hibrida/F1		4740
="QJAGU56"	Jagung Manis Golden Boy 40 X 250 gr	0	0	40	1	1	555	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Jagung Manis	Jagung Manis Golden Boy	Jagung Manis Golden Boy	Hibrida/F1		4741
="QJAGU57"	Jagung Bisi 220 4 X 1 paket	0	0	4	1	1	6487.5	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 220		Hibrida/F1		4795
="QJAGU58"	Jagung NK 7202 20 X 1 kg	0	11760	20	1	1	1108	Pack	SYNGE02	Syngenta Seed, PT	Benih Jagung	Benih Jagung Hibrida	Jagung NK 7202	Jagung NK 7202	Hibrida/F1		4888
="QJAGU59"	Jagung Bisi 18 4 X 1 Paket + PAG Kecil	0	0	4	1	1	1	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Jagung Hibrida	Jagung Bisi 18		Hibrida/F1		5114
="QJAGU60"	Jagung Bisi 2 4 X 1 Paket + PAG Kecil	0	0	4	1	1	1	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Jagung Hibrida	Jagung Bisi 2		Hibrida/F1		5117
="QJAGU61"	Jagung Bisi 99 4 X 1 Paket + PAG Kecil	0	0	4	1	1	6550	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Jagung Hibrida	Jagung Bisi 99		Hibrida/F1		5159
="QJAGU62"	Jagung Bisi 321 20 X 1 kg	0	9060	20	1	1	1062.5	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 321	Jagung Bisi 321	Hibrida/F1		5406
="QJAGU63"	Jagung ADV 132 20 X 1 kg	0	1223	20	1	1	1035	Pack	ADVA02	Advanta Seeds Indonesia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung ADV 132	Jagung ADV 132	Hibrida/F1		5504
="QJAGU64"	Jagung Manis Exsotic 40 X 250 gr	0	0	40	1	1	300	Pack	AGRIM01	Agri Makmur Pertiwi, PT	Benih Horti	Benih Jagung Manis	Jagung Manis Exsotic	Jagung Manis Exsotic	Hibrida/F1		5529
="QJAGU65"	Jagung NK 6172 20 X 1 kg	0	0	20	1	1	1077.5	Pack	SYNGE02	Syngenta Seed, PT	Benih Jagung	Jagung Hibrida	Jagung NK 6172		Hibrida/F1		5580
="QJAGU66"	Jagung PAC 789 20 X 1 kg	0	0	20	1	1	1062.5	Pack	LEMSI01	Lemsi Triguna Abadi, PT	Benih Jagung	Jagung Hibrida	Jagung PAC 789		Hibrida/F1		5810
="QJAGU67"	Jagung Bisi 959 20 X 1 kg*	0	0	20	1	1	1045	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 959	Jagung Bisi 959	Hibrida/F1	C	5849
="QJAGU68"	Jagung DK 771 20 X 1 kg (Bayer)	0	0	20	1	1	1045	Pack	BAYER02	Bayer Seeds Indonesia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung DK 771	Jagung DK 771	Hibrida/F1		5851
="QJAGU69"	Jagung P21 Bison 20 X 1 kg	0	0	20	1	1	1045	Pack	CORTE02	Corteva Agriscience Seeds Indonesia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung P21 Bison		Hibrida/F1		6030
="QJAGU70"	Jagung P27 Gajah 20 X 1 kg	0	0	20	1	1	1045	Pack	CORTE02	Corteva Agriscience Seeds Indonesia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung P27 Gajah	Jagung P27 Gajah	Hibrida/F1		6031
="QJAGU71"	Jagung P40 Famili 20 X 1 kg	0	0	20	1	1	1045	Pack	CORTE02	Corteva Agriscience Seeds Indonesia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung P40 Famili	Jagung P40 Famili	Hibrida/F1		6290
="QJAGU72"	Jagung Bisi 321 20 X 1 kg (+Kaos)	0	0	20	1	1	1062.5	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 321	Jagung Bisi 321	Hibrida/F1		6409
="QJAGU73"	Jagung Manis Madu-59 F1 15 X 250 gr*	0	0	15	1	1	263.3	Pack	ADVA02	Advanta Seeds Indonesia, PT	Benih Horti	Benih Jagung Manis	Jagung Manis Madu-59 F1	Jagung Manis Madu-59 F1	Hibrida/F1	C	6442
="QJAGU74"	Jagung Janger 29 20 X 1 kg	0	0	20	1	1	1070	Pack	SURYA01	Surya Kencana Agrifarm Sejahtera, PT	Benih Jagung	Jagung Hibrida	Jagung Janger	Jagung Janger	Hibrida/F1		6568
="QJAGU75"	Jagung Ketan Arumba 40 X 250 gr	0	0	40	1	1	1	Pack	AGRIM01	Agri Makmur Pertiwi, PT	Benih Horti	Benih Jagung Hibrida	Jagung Ketan Arumba		Hibrida/F1		6674
="QJAGU76"	Jagung Q-235 10 X 1 Kg*	0	0	10	1	1	1200	Pack	CORRE01	Corresco Seeds Indonesia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung Q-235	Jagung Q-235	Hibrida/F1	A	6849
="QJAGU77"	Jagung Pulut Lilac 22 F1 15 X 250 gr	0	0	15	1	1	1	Pack	ADVA02	Advanta Seeds Indonesia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung Pulut Lilac 22 F1	Jagung Pulut Lilac 22 F1	Hibrida/F1		6863
="QJAGU78"	Jagung DK 9209C 20 X 1 kg	0	5818	20	1	1	1045	Pack	BAYER02	Bayer Seeds Indonesia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung DK 9209C	Jagung DEKALB 9209C	Hibrida/F1		6917
="QJAGU79"	Jagung Manis Madu-59 F1 20 X 250 gr*	0	0	20	1	1	285	Pack	ADVA02	Advanta Seeds Indonesia, PT	Benih Horti	Benih Jagung Manis	Jagung Manis Madu-59 F1	Jagung Manis Madu-59 F1	Hibrida/F1	C	6930
="QJAGU80"	Jagung Hibrida Betras 9 20 X 1 kg	0	0	20	1	1	1	Pack	BENIH01	Benih Citra Asia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung Hibrida Betras		Hibrida/F1		6931
="QJAGU81"	Jagung Manis Panglima F1 40 X 1750 biji	600	2844	40	1	1	300	Pack	AGRIM01	Agri Makmur Pertiwi, PT	Benih Horti	Benih Jagung Manis	Jagung Manis Panglima	Jagung Manis Panglima	Hibrida/F1		6933
="QJAGU82"	Jagung NK 212 10 X 2 kg	0	0	10	1	1	2155	Pack	SYNGE02	Syngenta Seed, PT	Benih Jagung	Jagung Hibrida	Jagung NK 212		Hibrida/F1		6948
="QJAGU83"	Jagung NK 7328 10 X 2 kg	0	0	10	1	1	2155	Pack	SYNGE02	Syngenta Seed, PT	Benih Jagung	Benih Jagung Hibrida	Jagung NK 7328		Hibrida/F1		6949
="QJAGU84"	Jagung DK 95R 20 X 1 kg	0	520	20	1	1	1045	Pack	BAYER02	Bayer Seeds Indonesia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung DK 95R	Jagung DEKALB 95R	Hibrida/F1		7118
="QJAGU85"	Jagung ADV Jago 20 X 1 kg	0	0	20	1	1	1035	Pack	ADVA02	Advanta Seeds Indonesia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung ADV Jago	Jagung ADV Jago	Hibrida/F1		7464
="QJAGU86"	Jagung Bisi 959 40 X 500 gr ( sampel )	0	0	40	1	1	535	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 959	Jagung Bisi 959	Hibrida/F1		7476
="QJAGU87"	Jagung NK 212 BTGT 20 X 1 kg	0	192800	20	1	1	1077.5	Pack	SYNGE02	Syngenta Seed, PT	Benih Jagung	Benih Jagung Hibrida	Jagung NK 212 BTGT	Jagung NK 212 BTGT	Hibrida/F1		7573
="QJAGU88"	Jagung Manis Golden Boy 10 X 1 kg	0	0	10	1	1	555	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Jagung Manis	Jagung Manis Golden Boy	Jagung Manis Golden Boy	Hibrida/F1		7618
="QJAGU89"	Jagung Bisi 322 20 X 1 kg	0	0	20	1	1	1	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 322	Jagung Bisi 322	Hibrida/F1		7654
="QJAGU90"	Jagung Raja R7 Gold 10 X 1 kg	0	0	10	1	1	1100	Pack	REST01	Restu Agropro Jayamas, PT	Benih Jagung	Benih Jagung Hibrida	Jagung Raja R7 Gold	Jagung Raja R7 Gold	Hibrida/F1		7802
="QJAGU91"	Jagung Bisi 959 20 X 1 kg + Kaos*	0	4438	20	1	1	1045	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 959	Jagung Bisi 959	Hibrida/F1	C	7849
="QJAGU92"	Jagung Bisi 18 20 X 1 kg (+Kaos)	0	41153	20	1	1	1070	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 18	Jagung Bisi 18			7982
="QJAGU93"	Jagung Manis Fresty 40 X 250 gr	0	0	40	1	1	1	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Jagung Manis	Jagung Manis Fresty	Jagung Manis Fresty			7988
="QJAGU94"	Jagung NK 7328 BTGT 20 X 1 kg	0	0	20	1	1	1080	Pack	SYNGE02	Syngenta Seed, PT	Benih Jagung	Benih Jagung Hibrida	Jagung NK 7328 BTGT	Jagung NK 7328 BTGT	Hibrida/F1		8033
="QJAGU95"	Jagung Bisi 235 20 X 1 kg	0	244	20	1	1	1070	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Jagung Hibrida	Jagung Bisi 235	Bisi 235 Macho	Hibrida/F1		8130
="QJAGU96"	Jagung Manis Talenta 40 X 250 gr	0	0	40	1	1	300	Pack	AGRIM01	Agri Makmur Pertiwi, PT	Benih Horti	Benih Jagung Manis	Jagung Manis Talenta	Jagung Manis Talenta			8141
="QJAGU97"	Jagung Bisi 234 20 X 1 kg	0	2460	20	1	1	1070	Pack	BISII01	Bisi International, Tbk	Benih Jagung	Benih Jagung Hibrida	Jagung Bisi 234	Jagung Bisi 234 Maskot	Hibrida/F1		8270
="QJAGU98"	Jagung Q-235 10 X 1 Kg + Paket GG Akar Akrostar	0	0	10	1	1	1200	Pack	CORRE01	Corresco Seeds Indonesia, PT	Benih Jagung	Benih Jagung Hibrida	Jagung Q-235	Jagung Q-235 10 X 1 Kg + Paket GG Akar Akrostar			8408
