Kode	Nama	Stock Minimal	Qty All Gudang	Panjang	Lebar	Tinggi	Berat	Unit	Kode Supplier	Supplier	Group1	Group2	Group3	Merkbarang	Bahan Aktif	Fokus	Noindex
="QJAGU99"	Jagung Manis Master Sweet 45 F1 20 X 3600 biji	0	3103	20	1	1	555	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Jagung Manis	Jagung Manis Master Sweet 45				8519
="QJAKE01"	Jaket Java Karlos	0	27	1	1	1	1	Pcs	JAVAK01	Java Karlos Indonesia, PT	Sarana Promosi	Sarana Promosi	Jaket Java Karlos	Jaket Java Karlos			5924
="QJAMD01"	Jam Dinding Mirado MQ 8505 SL	0	201	1	1	1	1	Pcs	MIRAD	Mirado Abadi, PT	Sarana Promosi	Sarana Promosi	No Group	Jam Dinding Mirado			5087
="QJAMD02"	Jam Dinding Mirado MQ 8867 SL	0	36	1	1	1	1	Pcs	MIRAD	Mirado Abadi, PT	Sarana Promosi	Sarana Promosi	No Group	Jam Dinding Mirado			5088
="QJAMD03"	Jam Dinding Mirado MQ 8877 SL	0	70	1	1	1	1	Pcs	MIRAD	Mirado Abadi, PT	Sarana Promosi	Sarana Promosi	No Group	Jam Dinding Mirado			5089
="QJAPR01"	Japra 400 SE 50 X 250 ml (M2U)*	0	0	50	1	1	331	Btl	MAJUM01	Maju Makmur Utomo, PT	Obat	Herbisida	Japra 400 SE		Asetoklor & Atrazin	C	968
="QJAPR02"	Japra 400 SE 20 X 500 ml (M2U)*	0	0	20	1	1	972.5	Btl	MAJUM01	Maju Makmur Utomo, PT	Obat	Herbisida	Japra 400 SE		Asetoklor & Atrazin	C	969
="QJAPR03"	Japra 400 SE 20 X 1 ltr (M2U)*	0	0	20	1	1	1215.5	Btl	MAJUM01	Maju Makmur Utomo, PT	Obat	Herbisida	Japra 400 SE		Asetoklor & Atrazin	C	970
="QJAPR04"	Japra 400 SE 50 X 250 ml (M2U)+1 pcs Borer*	0	0	50	1	1	326	Btl	MAJUM01	Maju Makmur Utomo, PT	Obat	Herbisida	Japra 400 SE	Japra 400 SE	Asetoklor & Atrazin	C	3878
="QJAPR05"	Japra 400 SE 20 X 500 ml (M2U)+2 pcs Borer*	0	0	20	1	1	972.5	Btl	MAJUM01	Maju Makmur Utomo, PT	Obat	Herbisida	Japra 400 SE		Asetoklor & Atrazin	C	3879
="QJAPR06"	Japra 400 SE 30 X 500 ml (M2U)+2 pcs Borer*	0	198	30	1	1	646.7	Btl	MAJUM01	Maju Makmur Utomo, PT	Obat	Herbisida	Japra 400 SE	Japra 400 SE	Asetoklor & Atrazin	C	5188
="QJAPR07"	Japra 200/200 SE 50 X 250 ml (M2U)+1 pcs Borer	0	550	50	1	1	331	Btl	MAJUM01	Maju Makmur Utomo, PT	Obat	Herbisida	Japra 200/200 SE		Asetoklor & Atrazin		8529
="QJATR01"	Jatrax 380 SC 12 X 500 ml	0	0	12	1	1	762.5	Btl	SAFEC01	Safe Chemical Indonesia, PT	Obat	Herbisida	Jatrak 380 SC		Atrazin		971
="QJATR02"	Jatrax 380 SC 20 X 200 ml	0	0	20	1	1	0	Btl	SAFEC01	Safe Chemical Indonesia, PT	Obat	Herbisida	Jatrak 380 SC		Atrazin		2625
="QJATR03"	Jatrax 380 SC 8 X 1 ltr	0	0	8	1	1	1476.25	Btl	SAFEC01	Safe Chemical Indonesia, PT	Obat	Herbisida	Jatrak 380 SC		Atrazin		972
="QJATR04"	Jatrax 380 SC 16 X 500 ml	0	0	16	1	1	742.5	Btl	SAFEC01	Safe Chemical Indonesia, PT	Obat	Herbisida	Jatrak 380 SC		Atrazin		973
="QJATR05"	Jatrax 380 SC 15 X 250 ml	0	0	15	1	1	436	Btl	SAFEC01	Safe Chemical Indonesia, PT	Obat	Herbisida	Jatrak 380 SC		Atrazin		974
="QJERA01"	Jeranti Kujang 4 X 5 kg*	0	0	4	1	1	5100	Pack	PUPUK02	Pupuk Kujang, PT	Pupuk	Pupuk	Jeranti Kujang		NPK	C	4510
="QJERS01"	Jersey 230 EC 40 X 200 ml*	0	0	40	1	1	0	Btl	ARTHA01	Artha Buana Mandiri/Graha Niaga Mandiri, CV	Obat	Insektisida	Jersey 230 EC		Abamectin & chlorfenapir	A	975
="QJIDO01"	Jidor 25 EC 50 X 100 ml*	0	200	50	1	1	124	Btl	PETRO02	Petrosida Gresik, PT	Obat	Insektisida	Jidor 25 EC			C	9301
="QJIDO02"	Jidor 25 EC 25 X 400 ml*	0	0	25	1	1	460	Btl	PETRO02	Petrosida Gresik, PT	Obat	Insektisida	Jidor 25 EC			C	9302
="QJIDO03"	Jidor 25 EC 15 X 1 ltr*	0	60	15	1	1	1007	Btl	PETRO02	Petrosida Gresik, PT	Obat	Insektisida	Jidor 25 EC			C	9303
="QJOKE01"	Joker 75 SP 50 X 100 gr	0	0	50	1	1	1	Pack	EXCEL01	Excel Meg Indo, PT	Obat	Insektisida	Joker 75 SP		Asefat		6449
="QJOKE02"	Joker 75 SP 25 X 400 gr	0	0	25	1	1	452	Pack	EXCEL01	Excel Meg Indo, PT	Obat	Insektisida	Joker 75 SP	Joker 75 SP			8366
="QJOKE03"	Joker 75 SP 50 X 100 gr	0	0	50	1	1	118	Pack	EXCEL01	Excel Meg Indo, PT	Obat	Insektisida	Joker 75 SP				9134
="QJONU01"	Jon Up 480 SL 20 X 1 ltr	0	0	20	1	1	1362	Btl	SAPRO01	Saprotan Utama, CV	Obat	Herbisida	Jon Up 480 SL		Glifosat		976
="QJONU02"	Jon Up 480 SL 20 ltr	0	0	1	1	1	25540	Pail	SAPRO01	Saprotan Utama, CV	Obat	Herbisida	Jon Up 480 SL		Glifosat		977
="QJONU03"	Jon Up 485 SL 200 ltr	0	0	1	1	1	205000	Drum	SAPRO01	Saprotan Utama, CV	Obat	Herbisida	Jon Up 480 SL		Glifosat		978
="QJONU04"	Jon Up 480 SL 4 X 5 ltr	0	0	4	1	1	0	Gal	SAPRO01	Saprotan Utama, CV	Obat	Herbisida	Jon Up 480 SL		Glifosat		2626
="QJOSS01"	Jossxone 135 SL 20 X 1 ltr	0	0	20	1	1	0	Btl	MAHAK01	Mahakam, CV	Obat	Herbisida	Jossxone 135 SL		Ion Parakuat		2627
="QJOSS02"	Jossxone 135 SL 20 ltr	0	0	1	1	1	0	Pail	MAHAK01	Mahakam, CV	Obat	Herbisida	Jossxone 135 SL		Ion Parakuat		2628
="QJOSS03"	Jossxone 135 SL 4 X 5 ltr	0	0	4	1	1	5000	Gal	MAHAK01	Mahakam, CV	Obat	Herbisida	Jossxone 135 SL		Ion Parakuat		3542
="QKACA01"	Kac. Panj. Katrina 30 X 500 gr	0	0	30	1	1	541.67	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Kacang Panjang	Kac. Panj. Katrina	Kac. Panj. Katrina	OP		979
="QKACA02"	Kac. Panj. Katrina 90 X 100 gr	0	0	90	1	1	115.2	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Kacang Panjang	Kac. Panj. Katrina		OP		2923
="QKACA03"	Kac. Panj. Tukul 90 X 100 gr	0	0	90	1	1	0	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Kacang Panjang	Kac. Panj. Tukul		OP		980
="QKACA04"	Kac. Panj. KPK 30 x 500 gr	0	0	30	1	1	541.67	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Kacang Panjang	Kac. Panj. KPK		OP		2629
="QKACA05"	Kac. Panj. Tukul 30 X 500 gr	0	0	30	1	1	0	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Kacang Panjang	Kac. Panj. Tukul		OP		2924
="QKACA06"	Kac. Panj. Panzer 30 X 500 gr	0	0	30	1	1	0	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Kacang Panjang	Kac. Panj. Panzer		OP		981
="QKACA07"	Kac. Panj. Persada 355 40 X 500 gr	0	0	40	1	1	547	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Kacang Panjang	Kac. Panj. Persada 355	Kac. Panj. Persada 355	OP		982
="QKACA08"	Kac. Panj. Puspita 06 40 X 500 gr	0	0	40	1	1	546.25	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Kacang Panjang	Kac. Panj. Puspita 06		OP		983
="QKACA09"	Kac. Panj. Puspita 06 20 X 6 X 50 gr	0	0	20	6	1	69.17	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Kacang Panjang	Kac. Panj. Puspita 06		OP		3350
="QKACA10"	Kac. Panj. Katrina Kaleng 20 X 500 gr	0	0	20	1	1	657.5	Klg	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Kacang Panjang	Kac. Panj. Katrina		OP		3386
="QKACA11"	Kac. Panj. Persada 355 20 X 6 X 50 gr	0	0	20	6	1	68.8	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Kacang Panjang	Kac. Panj. Persada 355	Kac. Panj. Persada 355	OP		3421
="QKACA12"	Kac. Panj. Maraton 40 X 500 gr	0	0	40	1	1	525	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Kacang Panjang	Kac. Panj. Maraton		OP		3651
="QKACA13"	Kac. Panj. Maraton 20 X 6 X 50 gr	0	0	20	6	1	1	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Kacang Panjang	Kac. Panj. Maraton		OP		4829
="QKACA14"	Kac. Panj. Katrina 1 kg	0	0	1	1	1	1	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Kacang Panjang	Kac. Panj. Katrina		OP		6047
="QKACA15"	Kac. Hijau Vima 1 25 X 1 kg*	0	0	25	1	1	1	Pack	SEMI02	Semi, CV	Benih Horti	Benih Kacang Hijau	Kac. Hijau Vima 1	Kac. Hijau Vima 1		C	6267
="QKACA16"	Kac. Panj. Pertiwi 40 X 500 gr	0	0	40	1	1	1	Pack	AGRIM01	Agri Makmur Pertiwi, PT	Benih Horti	Benih Kacang Panjang	Kac. Panj. Pertiwi				6676
="QKACA17"	Kac. Panj. Panzer 30 X 500 gr	0	0	30	1	1	541.3	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Kacang Panjang	Kac. Panj. Panzer	Kacang Panzer	OP		6932
="QKACA18"	Kacang Hijau Bunga Lebat 24 X 1 kg	0	0	24	1	1	1	Pack	BUNGA04	Bunga Tani Sejahtera, CV	Benih Horti	Benih Kacang Hijau	Kacang Hijau Bunga Lebat				8684
="QKACA19"	Kacang Panjang Pertiwi 40 X 500 gr	0	0	40	1	1	1	Pack	AGRIM01	Agri Makmur Pertiwi, PT	Benih Horti	Benih Kacang Panjang	Kacang Panjang Pertiwi				8744
="QKACA20"	Kacang Panjang Bravo 40 X 500 gr	0	0	40	1	1	1	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Kacang Panjang	Kacang Panjang Bravo				8925
="QKACA21"	Kacang Panjang Balga 20 X 500 gr	0	0	20	1	1	700	Pack	VNDR-4	Berkah Istana Seed, CV	Benih Horti	Benih Kacang Panjang	Kacang Panjang Balga				9011
="QKACA22"	Kacang Panjang Lambardo 30 X 500 gr	0	240	30	1	1	567	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Kacang Panjang	Kacang Panjang Lambardo				9053
="QKACA23"	Kacang Panjang Balga 100 X 100 gr	0	0	100	1	1	1	Pack	VNDR-4	Berkah Istana Seed, CV	Benih Horti	Benih Kacang Panjang	Kacang Panjang Balga				9077
="QKALE01"	Kalender Dinding 2023	0	0	1	1	1	1	Pcs	NONAM01	No Name	Sarana Promosi	Sarana Promosi	Kalender		Sarana Promosi		6755
="QKALE02"	Kalender Duduk 2023	0	0	1	1	1	1	Pcs	NONAM01	No Name	Sarana Promosi	Sarana Promosi	Kalender		Sarana Promosi		6756
="QKALI01"	Kaliandra 482 EC 20 X 400 ml*	500	10	20	1	1	535	Btl	AGROG01	Agro Guna Makmur, PT	Obat	Insektisida	Kaliandra 482 EC	Kaliandra 482 EC	Klorpirifos	A	984
="QKALI02"	Kaliandra 482 EC 30 X 400 ml*	0	0	30	1	1	348.67	Btl	JOHNN01	Johnny Jaya Makmur, PT	Obat	Insektisida	Kaliandra 482 EC		Klorpirifos	A	985
="QKALI03"	Kaliandra 482 EC 40 X 200 ml*	1,000	7705	40	1	1	283.8	Btl	AGROG01	Agro Guna Makmur, PT	Obat	Insektisida	Kaliandra 482 EC	Kaliandra 482 EC	Klorpirifos	A	986
="QKALI04"	Kaliandra 482 EC 50 X 200 ml*	0	0	50	1	1	246.8	Btl	JOHNN01	Johnny Jaya Makmur, PT	Obat	Insektisida	Kaliandra 482 EC		Klorpirifos	A	987
="QKALI05"	Kaliandra 482 EC 50 X 80 ml*	750	9030	50	1	1	122	Btl	AGROG01	Agro Guna Makmur, PT	Obat	Insektisida	Kaliandra 482 EC	Kaliandra 482 EC	Klorpirifos	A	988
="QKALI06"	Kaliandra 482 EC 30 X 400 ml (M2U) Label Biru*	0	0	30	1	1	346.67	Btl	MAJUM01	Maju Makmur Utomo, PT	Obat	Insektisida	Kaliandra 482 EC		Klorpirifos	C	2630
="QKALI07"	Kaliandra 482 EC 50 X 80 ml (M2U) Label Kuning*	0	0	50	1	1	122	Btl	MAJUM01	Maju Makmur Utomo, PT	Obat	Insektisida	No Group			C	2631
="QKALI08"	Kaliandra 482 EC 30 X 400 ml (M2U) Label Kuning*	0	0	30	1	1	346.67	Btl	MAJUM01	Maju Makmur Utomo, PT	Obat	Insektisida	Kaliandra 482 EC		Klorpirifos	C	2632
="QKALI09"	Kaliandra 482 EC 10 X 1 ltr*	250	481	10	1	1	1210	Btl	AGROG01	Agro Guna Makmur, PT	Obat	Insektisida	Kaliandra 482 EC	Kaliandra 482 EC	Klorpirifos	A	3757
="QKAMI01"	Kamikaze 371 EC 20 X 250 ml	0	0	20	1	1	350	Btl	SUMBE01	Sumber Makmur Agrikultur Indonesia, PT	Obat	Fungisida	Kamikaze				8819
="QKANG01"	Kangkung Bamboo 20 X 1 kg	0	0	20	1	1	1057.5	Pack	GLOBA01	Global Agrotech, PT	Benih Horti	Benih Kangkung	Kangkung Bamboo		OP		2925
="QKANG02"	Kangkung Dampit 30 X 500 gr	0	0	30	1	1	541.7	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Kangkung	Kangkung Dampit		OP		989
="QKANG03"	Kangkung Shanghai 15 X 1 kg	0	0	15	1	1	0	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Kangkung	Kangkung Shanghai		OP		990
="QKANG04"	Kangkung Shanghai 30 X 500 gr	0	0	30	1	1	542.33	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Kangkung	Kangkung Shanghai		OP		991
="QKANG05"	Kangkung Pingky 20 X 1 kg	0	0	20	1	1	0	Pack	AGRIM01	Agri Makmur Pertiwi, PT	Benih Horti	Benih Kangkung	Kangkung Pingky		OP		2926
="QKANG06"	Kangkung Amanda 10 X 50 gr	0	0	10	1	1	122	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Kangkung	Kangkung Amanda		OP		2927
="QKANG07"	Kangkung Bisi 20 X 1 kg	0	400	20	1	1	1057.5	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Kangkung	Kangkung Bisi	Kangkung Bisi	OP		992
="QKANG08"	Kangkung Amanda 20 X 1 kg	0	0	20	1	1	1082.5	Pack	BISII01	Bisi International, Tbk	Benih Horti	Benih Kangkung	Kangkung Amanda		OP		993
="QKANG09"	Kangkung Dampit 90 X 100 gr	0	0	90	1	1	115.2	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Kangkung	Kangkung Dampit		OP		5652
="QKANG10"	Kangkung Dampit 40 X 500 gr	0	95	40	1	1	1	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Kangkung	Kangkung Dampit	Kangkung Dampit	OP		6651
="QKANG11"	Kangkung Dampit 20 X 1 kg	0	0	20	1	1	1100	Pack	BENIH01	Benih Citra Asia, PT	Benih Horti	Benih Kangkung	Kangkung Dampit	Kangkung Dampit	OP		7224
="QKANM01"	Kanmulus 80 WP 20 X 1 kg	0	0	20	1	1	0	Pack	SARIK02	Sari Kresna Kimia, PT	Obat	Fungisida	Kanmulus 80 WP		Belerang		2633
="QKANO01"	Kanon 400 EC 20 X 400 ml	0	0	20	1	1	511	Btl	PETRO01	Petrokimia Kayaku, PT	Obat	Insektisida	Kanon 400 EC		Dimetoat		994
="QKANO02"	Kanon 400 EC 50 X 100 ml	0	0	50	1	1	142.2	Btl	PETRO01	Petrokimia Kayaku, PT	Obat	Insektisida	Kanon 400 EC		Dimetoat		995
="QKAOS01"	Kaos Jersey MIA	0	0	1	1	1	1	Pcs	MITRA09	Mitra Indotani Abadi, PT	Sarana Promosi	Sarana Promosi	No Group				3958
="QKAOS02"	Kaos Piraklo	0	0	1	1	1	1	Pcs	NONAM01	No Name	Sarana Promosi	Sarana Promosi	No Group		Sarana Promosi		3767
="QKAOS03"	Kaos MIA Kerah	0	1	1	1	1	1	Pcs	MITRA09	Mitra Indotani Abadi, PT	Sarana Promosi	Sarana Promosi	No Group	Kaos MIA Kerah			4442
="QKAOS04"	Kaos Oblong Associate	0	0	1	1	1	1	Pcs	NONAM01	No Name	Sarana Promosi	Sarana Promosi	No Group		Sarana Promosi		4941
="QKAOS05"	Kaos Oblong Sehati Dilan	0	0	1	1	1	1	Pcs	DELTA01	Deltacipta Saranapromosi, PT	Sarana Promosi	Sarana Promosi	No Group				5413
="QKAOS06"	Kaos Oblong Sehati	0	0	1	1	1	1	Pcs	DELTA01	Deltacipta Saranapromosi, PT	Sarana Promosi	Sarana Promosi	No Group				5414
="QKAOS07"	Kaos Polo Shirt Karisma Dekalb	0	0	1	1	1	1	Pcs	DELTA01	Deltacipta Saranapromosi, PT	Sarana Promosi	Sarana Promosi	No Group		Sarana Promosi		5456
="QKAOS08"	Kaos Karisma	0	16	1	1	1	1	Pcs	DELTA01	Deltacipta Saranapromosi, PT	Sarana Promosi	Sarana Promosi	No Group	Kaos Karisma	Sarana Promosi		5510
="QKAOS09"	Kaos Java Karlos	0	0	1	1	1	1	Pcs	JAVAK01	Java Karlos Indonesia, PT	Sarana Promosi	Sarana Promosi	No Group	Kaos Java Karlos			5890
="QKAOS10"	Kaos Hyget Panjang Super Java	0	168	1	1	1	1	Pcs	JAVAK01	Java Karlos Indonesia, PT	Sarana Promosi	Sarana Promosi	No Group	Kaos Hyget Panjang Super Java	Sarana Promosi		5909
="QKAOS11"	Kaos Cotton Combed Java Karlos	0	140	1	1	1	1	Pcs	JAVAK01	Java Karlos Indonesia, PT	Sarana Promosi	Sarana Promosi	No Group	Kaos Cotton Combed Java Karlos			5950
="QKAOS12"	Kaos Petani Sejati	0	0	1	1	1	1	Pcs	JAVAK01	Java Karlos Indonesia, PT	Sarana Promosi	Sarana Promosi	No Group	Kaos Petani Sejati	Sarana Promosi		6103
="QKAOS13"	Kaos MIA Trio Dahsyat	0	0	1	1	1	1	Pcs	MITRA09	Mitra Indotani Abadi, PT	Sarana Promosi	Sarana Promosi	No Group	Kaos			6470
="QKAOS14"	Kaos MIA Kerah Elazaro	0	28	1	1	1	1	Pcs	MITRA09	Mitra Indotani Abadi, PT	Sarana Promosi	Sarana Promosi	No Group	Kaos			6471
="QKAOS15"	Kaos Bamex	0	1500	1	1	1	1	Pcs	MAJUM01	Maju Makmur Utomo, PT	Sarana Promosi	Sarana Promosi	No Group	Kaos Bamex	Sarana Promosi		7987
="QKAOS16"	Kaos Robust	0	22	1	1	1	1	Pcs	AGRON01	Agro Natural Technology, PT	Sarana Promosi	Sarana Promosi	No Group	Kaos Robust			8120
="QKAOS17"	Kaos Futay	0	7750	1	1	1	1	Pcs	MAJUM01	Maju Makmur Utomo, PT	Sarana Promosi	Sarana Promosi	No Group	No Group	Sarana Promosi		8238
="QKAOS18"	Kaos Lengan Panjang Evergreen	0	0	1	1	1	1	Pcs			No Group	No Group	No Group				8650
="QKARB01"	Karburator Star Metal	0	5	1	1	1	142.2	Pcs	STARM01	Star Metal Ware Industry, PT	Sarana Pertanian	Spare Part	Karburator Star Metal	Karburator Star Metal			996
="QKARB02"	Karbasin 500 EC 20 X 500 ml	0	0	20	1	1	595	Btl	TUNAS05	Tunas Harapan Murni, PT	Obat	Insektisida	Karbasin 500 EC	Karbasin 500 EC	BPMC		7285
="QKARD01"	Kardan 50 SP 80 X 100 gr	0	0	80	1	1	121.9	Pack	SARIK02	Sari Kresna Kimia, PT	Obat	Insektisida	Kardan 50 SP		Kartap Hidroklorida		5547
="QKARD02"	Kardus Parcel Kecil	0	0	1	1	1	1	Pcs	LANGG03	Langgeng Jaya Megabox	Sarana Promosi	Sarana Promosi	No Group				5786
="QKARD03"	Kardus Parcel Besar	0	0	1	1	1	1	Pcs	LANGG03	Langgeng Jaya Megabox	Sarana Promosi	Sarana Promosi	No Group				5787
="QKARD04"	Kardan 50 SP 100 X 100 gr	0	0	100	1	1	1	Pack	SARIK02	Sari Kresna Kimia, PT	Obat	Insektisida	Kardan 50 SP		Kartap Hidroklorida		6170
="QKARE01"	Karet Piston YT 5L	0	10	1	1	1	1	Pcs	STARM01	Star Metal Ware Industry, PT	Sarana Pertanian	Sarana Pertanian	Karet Piston	Karet Piston			6293
="QKARI01"	Karissnail 6 PL 20 X 500 gr (M2U)*	3,000	0	20	1	1	543.5	Pack	MAJUM01	Maju Makmur Utomo, PT	Obat	Moluksida	Karisnail 6 PL	Karisnail 6 PL	Metadehyde	A	997
="QKARI02"	Karissnail 6 PL 50 X 200 gr*	0	0	50	1	1	216	Pack	MAJUM01	Maju Makmur Utomo, PT	Obat	Moluksida	Karisnail 6 PL		Metadehyde	A	998
="QKARI03"	Karissnail 6 PL 50 X 200 gr (M2U)*	5,000	3931	50	1	1	216	Pack	MAJUM01	Maju Makmur Utomo, PT	Obat	Moluksida	Karisnail 6 PL	Karisnail 6 PL	Metadehyde	A	999
="QKARI04"	Karimazu 590 EC 15 X 1 ltr*	0	0	15	1	1	142.2	Btl	JAWAA01	Jawa Agrindo Internasional, PT	Obat	Insektisida	Karimazu 590 EC		Chlorpyrifos + Cypermethrin	A	3139
="QKARI05"	Karimazu 590 EC 20 X 500 ml*	0	0	20	1	1	142.2	Btl	JAWAA01	Jawa Agrindo Internasional, PT	Obat	Insektisida	Karimazu 590 EC		Chlorpyrifos + Cypermethrin	A	3140
="QKARI06"	Karimazu 590 EC 25 X 400 ml*	0	0	25	1	1	554	Btl	SINAR01	Sinar General Industries, PT	Obat	Insektisida	Karimazu 590 EC	Karimazu 590 EC	Chlorpyrifos + Cypermethrin	C	3739
="QKARI07"	Karimazu 590 EC 20 X 800 ml*	100	864	20	1	1	1047.5	Btl	SINAR01	Sinar General Industries, PT	Obat	Insektisida	Karimazu 590 EC	Karimazu 590 EC	Chlorpyrifos + Cypermethrin	C	3740
="QKARI08"	Karimazu 590 EC 50 X 100 ml*	0	0	50	1	1	139	Btl	SINAR01	Sinar General Industries, PT	Obat	Insektisida	Karimazu 590 EC	Karimazu 590 EC	Chlorpyrifos + Cypermethrin	C	3853
="QKARI09"	Karimazu 590 EC 40 X 200 ml*	200	0	40	1	1	282.5	Btl	SINAR01	Sinar General Industries, PT	Obat	Insektisida	Karimazu 590 EC	Karimazu 590 EC	Chlorpyrifos + Cypermethrin	C	3854
="QKARI10"	Karimazu 590 EC 40 X 250 ml (Protego)	0	0	40	1	1	1	Btl	JAWAA01	Jawa Agrindo Internasional, PT	Obat	Insektisida	Karimazu 590 EC		Chlorpyrifos + Cypermethrin		6940
="QKARI11"	Karimazu 590 EC 20 X 500 ml (Protego)*	0	0	20	1	1	1	Btl	JAWAA01	Jawa Agrindo Internasional, PT	Obat	Insektisida	Karimazu 590 EC		Chlorpyrifos + Cypermethrin	A	6941
="QKARI12"	Karimazu 590 EC 20 X 1 ltr (Protego)*	0	0	20	1	1	1	Btl	JAWAA01	Jawa Agrindo Internasional, PT	Obat	Insektisida	Karimazu 590 EC	Karimazu 590 EC	Chlorpyrifos + Cypermethrin	A	6942
="QKARI13"	Karimazu 590 EC 20 X 400 ml (Label Baru)*	0	518	20	1	1	530	Btl	JAWAA01	Jawa Agrindo Internasional, PT	Obat	Insektisida	Karimazu 590 EC	Karimazu 590 EC	Chlorpyrifos + Cypermethrin	C	7101
="QKARI14"	Karimazu 590 EC 20 X 500 ml (Protego)*	0	0	20	1	1	1	Btl	JAWAA01	Jawa Agrindo Internasional, PT	Obat	Insektisida	Karimazu 590 EC	Karimazu 590 EC	Chlorpyrifos + Cypermethrin	A	7128
="QKARI15"	Karimazu 590 EC 50 X 100 ml (Label Baru)*	0	1624	50	1	1	139	Btl	JAWAA01	Jawa Agrindo Internasional, PT	Obat	Insektisida	Karimazu 590 EC	Karimazu 590 EC	Chlorpyrifos + Cypermethrin	C	7805
="QKARI16"	Karimazu 590 EC 40 X 200 ml (Label Baru)*	0	2076	40	1	1	282	Btl	JAWAA01	Jawa Agrindo Internasional, PT	Obat	Insektisida	Karimazu 590 EC	Karimazu 590 EC	Chlorpyrifos + Cypermethrin	C	7806
="QKARI17"	Karimazu 590 EC 40 X 200 ml (Protego)*	0	0	40	1	1	1	Btl	JAWAA01	Jawa Agrindo Internasional, PT	Obat	Insektisida	Karimazu 590 EC	Karimazu 590 EC	Chlorpyrifos + Cypermethrin	C	7864
="QKARI18"	Karimazu 590 EC 20 X 400 ml (Protego)*	0	0	20	1	1	1	Btl	JAWAA01	Jawa Agrindo Internasional, PT	Obat	Insektisida	Karimazu 590 EC	Karimazu 590 EC	Chlorpyrifos + Cypermethrin	C	7865
="QKARI19"	Karimazu 590 EC 20 X 800 ml (Protego)*	0	0	20	1	1	1	Btl	JAWAA01	Jawa Agrindo Internasional, PT	Obat	Insektisida	Karimazu 590 EC	Karimazu 590 EC	Chlorpyrifos + Cypermethrin	C	7867
="QKART01"	Karton MKP 1 kg	0	0	1	1	1	1	Pcs	SAPRO03	Saprotan Utama Nusantara, PT	Sarana Promosi	Sarana Promosi	Karton MKP 1 kg				9160
="QKARU01"	Karung OPP Lami 10 kg Qiu Seed	0	18322	1	1	1	1	Pcs	SEAGR01	Seagrow Indonesia	No Group	No Group	No Group	Karung OPP Lami	Sarana Pertanian		7269
="QKATA01"	Katana 200 SL 20 X 100 ml	0	0	20	1	1	0	Btl	NUFAR01	Nufarm Indonesia, PT	Obat	Moluskisida	Katana 200 SL		Flubendamida		1000
="QKATA02"	Katana 200 SL 40 X 50 ml	0	0	40	1	1	0	Btl	NUFAR01	Nufarm Indonesia, PT	Obat	Moluskisida	Katana 200 SL		Flubendamida		2634
="QKATU01"	Katup Pelepas Angin YT 5L	0	45	1	1	1	6.8	Pcs	STARM01	Star Metal Ware Industry, PT	Sarana Pertanian	Sarana Pertanian	Katup Pelepas Angin YT 5L	Katup Pelepas Angin YT 5L			1001
="QKAYA01"	Kayaris 555 SC 10 X 1 ltr	0	0	10	1	1	2080	Btl	SARIK02	Sari Kresna Kimia, PT	Obat	Herbisida	Kayaris 555 SC		Atrazin + Mesotrion		5026
="QKAYA02"	Kayaris 555 SC 20 X 500 ml	0	0	20	1	1	1200	Btl	SARIK02	Sari Kresna Kimia, PT	Obat	Herbisida	Kayaris 555 SC		Atrazin + Mesotrion		5027
="QKAYA03"	Kayaris 555 SC 40 X 250 ml	0	0	40	1	1	565	Btl	SARIK02	Sari Kresna Kimia, PT	Obat	Herbisida	Kayaris 555 SC		Atrazin + Mesotrion		5028
="QKAYA04"	Kayabas 555 SC 20 X 500 ml	0	0	20	1	1	1	Btl	PETRO01	Petrokimia Kayaku, PT	Obat	Herbisida	Kayabas 555 SC		surfaktan		6512
